	leaf_8	leaf_10	leaf_6	leaf_5	leaf_16	leaf_13	leaf_14	leaf_1	leaf_2	leaf_20	leaf_7	leaf_4	leaf_17	leaf_3	leaf_18	leaf_19	leaf_12	leaf_15	leaf_9	leaf_11
leaf_8	0.509	0.5	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_10	0.5	0.509	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_6	0.37	0.37	0.509	0.442	0.442	0.442	0.442	0.442	0.442	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_5	0.37	0.37	0.442	0.509	0.46699999999999997	0.46699999999999997	0.46699999999999997	0.46699999999999997	0.46699999999999997	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_16	0.37	0.37	0.442	0.46699999999999997	0.509	0.505	0.505	0.491	0.491	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_13	0.37	0.37	0.442	0.46699999999999997	0.505	0.51	0.509	0.491	0.491	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_14	0.37	0.37	0.442	0.46699999999999997	0.505	0.509	0.51	0.491	0.491	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_1	0.37	0.37	0.442	0.46699999999999997	0.491	0.491	0.491	0.509	0.504	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_2	0.37	0.37	0.442	0.46699999999999997	0.491	0.491	0.491	0.504	0.509	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.0	0.0
leaf_20	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.508	0.379	0.379	0.379	0.379	0.379	0.379	0.379	0.379	0.0	0.0
leaf_7	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.379	0.508	0.421	0.421	0.421	0.421	0.421	0.421	0.421	0.0	0.0
leaf_4	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.379	0.421	0.508	0.492	0.457	0.457	0.436	0.436	0.436	0.0	0.0
leaf_17	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.379	0.421	0.492	0.508	0.457	0.457	0.436	0.436	0.436	0.0	0.0
leaf_3	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.379	0.421	0.457	0.457	0.508	0.47	0.436	0.436	0.436	0.0	0.0
leaf_18	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.379	0.421	0.457	0.457	0.47	0.508	0.436	0.436	0.436	0.0	0.0
leaf_19	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.379	0.421	0.436	0.436	0.436	0.436	0.508	0.455	0.455	0.0	0.0
leaf_12	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.379	0.421	0.436	0.436	0.436	0.436	0.455	0.509	0.491	0.0	0.0
leaf_15	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.379	0.421	0.436	0.436	0.436	0.436	0.455	0.491	0.509	0.0	0.0
leaf_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.509	0.137
leaf_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.509
